genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM035284	EHA02336	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	77.4	0.13	2450907	0.55	5191	568		0.896
EHM035285	EHA02336	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	87.17	2.54	3237406	0.35	10471	417		0.888
EHM035286	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	99.22	0.07	1961202	0.46	55042	54		0.919
EHM035287	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	96.83	0.06	2272144	0.51	49404	68		0.892
EHM035288	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	86.09	0.72	2395222	0.39	20906	164		0.909
EHM035289	EHA02336	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	93.87	0.5	2944086	0.55	7719	502		0.881
EHM035290	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	83.57	0.58	2295888	0.52	14194	206		0.871
EHM035291	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	84.68	0.12	2200030	0.42	129458	24		0.9
EHM035292	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	92	0.13	2808793	0.36	17659	215		0.864
EHM035293	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	93.71	0.5	2051259	0.43	29668	100		0.901
EHM035294	EHA02336	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	99.39	0.07	3374781	0.55	63375	90		0.907
EHM035295	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	95.96	0.24	4541663	0.47	35600	204		0.898
EHM035296	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	96.08	1.52	4730545	0.46	50882	154		0.907
EHM035297	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	91.42	0.01	3906629	0.48	43435	161		0.912
EHM035298	EHA02357	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	99.99	0	3644087	0.52	73122	107		0.895
EHM035299	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	79.52	1.71	1838156	0.46	6209	381		0.856
EHM035300	EHA02357	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Opitutales	f__LL51	g__	s__	2.3.0	90.73	1.36	776302	0.48	7228	139		0.896
EHM035301	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	76.6	1.57	1409872	0.47	4771	338		0.943
EHM035302	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	2.3.0	50.61	0.38	981506	0.39	2634	378		0.887
EHM035303	EHA02336	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	90.69	0.01	817956	0.28	38998	35		0.9
EHM035304	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	2.3.0	63.27	0.92	1944726	0.54	2831	712		0.886
EHM035305	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__	s__	2.3.0	89.08	2.25	1478498	0.34	7619	252		0.889
EHM035306	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	87.96	0.09	3723966	0.49	37614	140		0.909
EHM035307	EHA02336	p__Bacillota_B	c__Peptococcia	d__Bacteria	o__Peptococcales	f__Peptococcaceae	g__	s__	2.3.0	78.89	2.32	3314840	0.42	4569	859		0.865
EHM035308	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	97.64	1.33	2532536	0.44	51169	114		0.895
EHM035309	EHA02336	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	100	0.04	2665743	0.51	94221	58		0.913
EHM035310	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	79.31	0.2	2885863	0.4	16441	241		0.884
EHM035311	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Hydrogenoanaerobacterium	s__	2.3.0	95.61	0.37	3156198	0.5	52098	92		0.869
EHM035312	EHA02357	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Spyradomonas	s__	2.3.0	51.72	2.09	1058731	0.4	3023	371		0.901
EHM035313	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	95.8	0.86	4168236	0.44	21711	269		0.892
EHM035314	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__SZUA-378	s__	2.3.0	97.3	1.07	4546840	0.45	37543	229		0.871
EHM035315	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	98.63	3.32	5141651	0.45	36808	214		0.902
EHM035316	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__	g__	s__	2.3.0	94.69	6.95	1620303	0.28	24741	109		0.86
EHM035317	EHA02357	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__UBA3637	g__	s__	2.3.0	90.97	2.94	1063051	0.42	6851	188		0.907
EHM035318	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	81.91	3.02	2070006	0.47	3270	689		0.93
EHM035319	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	100	0.13	3409121	0.42	33985	153		0.877
EHM035320	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__	s__	2.3.0	99.86	0.18	1294888	0.32	190028	18		0.923
EHM035321	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	84.34	0.53	2247689	0.46	31069	113		0.897
EHM035322	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Mobilisporobacter	s__	2.3.0	78.98	1.16	3436059	0.37	6708	626		0.894
EHM035323	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	95.09	0.02	3520887	0.42	178038	51		0.894
EHM035324	EHA02357	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	85.89	1.5	2828644	0.55	4770	715		0.882
EHM035325	EHA02336	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales_A	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas veronii	2.3.0	75.44	4.2	3832482	0.6	3352	1236		0.888
EHM035326	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	94.18	1.14	5125513	0.47	50360	144		0.902
EHM035327	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__UMGS1202	s__	2.3.0	77.59	3.5	1995955	0.61	4152	550		0.906
EHM035328	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	79.47	9.07	2620867	0.44	5711	564		0.909
EHM035329	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	55.75	2	2279447	0.36	3127	773		0.837
EHM035330	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__	g__	s__	2.3.0	75.12	0.72	1859415	0.3	17995	154		0.907
EHM035331	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	71.05	1.86	3254275	0.45	7953	515		0.919
EHM035332	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	90.08	0.91	3763572	0.45	53139	96		0.908
EHM035333	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	78.66	0.75	1880744	0.55	5009	432		0.922
EHM035334	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	57.58	0.92	1471558	0.3	4997	376		0.882
EHM035335	EHA02336	p__Spirochaetota	c__Spirochaetia	d__Bacteria	o__WRBN01	f__WRBN01	g__JAHHUI01	s__	2.3.0	96.05	0.65	1462031	0.43	74776	34		0.934
EHM035336	EHA02357	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	100	0.01	3079130	0.51	65449	160		0.907
EHM035337	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__	2.3.0	77.75	3.46	1862637	0.39	3789	539		0.933
EHM035338	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	93.01	1.79	4135221	0.41	18348	325		0.889
EHM035339	EHA02336	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Succinispiraceae	g__	s__	2.3.0	91.25	2.26	2632706	0.42	14260	275		0.883
EHM035340	EHA02357	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__JAJQEJ01	s__	2.3.0	75.87	2.04	3927325	0.55	4841	953		0.859
EHM035341	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	80.22	1.06	2015098	0.46	26482	129		0.886
EHM035342	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	74.84	1.52	1516999	0.52	4713	381		0.889
EHM035343	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	2.3.0	87.6	2.41	3302634	0.28	207767	37		0.88
EHM035344	EHA02357	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CALURL01	s__	2.3.0	71.15	1.64	1555610	0.33	6591	279		0.893
EHM035345	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	99.8	5	6124085	0.44	35092	290		0.906
EHM035346	EHA02357	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Malacoplasma	s__	2.3.0	92.56	0.02	918947	0.26	685919	35		0.898
EHM035347	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	52.48	7.35	2180590	0.46	3366	672		0.924
EHM035348	EHA02357	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	99.62	0	3620879	0.45	80689	91		0.888
EHM035349	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	2.3.0	56.41	8.42	2036060	0.3	2404	866		0.859
EHM035350	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__UBA932	g__Egerieousia	s__	2.3.0	96.57	0.91	2696467	0.41	26285	160		0.93
EHM035351	EHA02336	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	99.8	3.33	4458157	0.38	74648	85		0.89
EHM035352	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Phocea	s__	2.3.0	95.94	0.03	3321597	0.43	11925	403		0.82
EHM035353	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	88.04	1.54	1443543	0.3	24539	102		0.914
EHM035354	EHA02336	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Peptostreptococcales	f__Anaerovoracaceae	g__Anaerovorax	s__	2.3.0	90.28	0.06	2790190	0.39	65469	67		0.905
EHM035355	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	55.68	6.55	1367462	0.47	2441	561		0.889
EHM035356	EHA02327	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__	2.3.0	86.41	0.45	807086	0.27	23978	59		0.901
EHM035357	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	99.03	0.1	2023755	0.46	39204	85		0.923
EHM035358	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	81.14	1.15	1883892	0.51	6906	334		0.897
EHM035359	EHA02327	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	99.99	0.03	2352457	0.45	32572	100		0.924
EHM035360	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Avirikenella	s__	2.3.0	89.31	0.4	2240970	0.4	10415	274		0.891
EHM035361	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-465	g__RGIG5057	s__	2.3.0	94.78	0.12	1302472	0.26	61559	33		0.894
EHM035362	EHA02327	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAZU01	s__	2.3.0	69.1	1.1	970775	0.44	4597	248		0.916
EHM035363	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	99.43	0.19	4778454	0.45	48562	181		0.904
EHM035364	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	52.65	0.12	1996744	0.48	2720	755		0.918
EHM035365	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	99.98	0.49	3122261	0.43	39413	124		0.876
EHM035366	EHA02327	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	51.42	0.16	1780165	0.55	3769	534		0.906
EHM035367	EHA02327	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	91.04	0.51	2659529	0.55	7065	482		0.882
EHM035368	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	99.63	0.19	2251487	0.45	64672	60		0.877
EHM035369	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__HGM05232	s__	2.3.0	68.41	1	2005476	0.37	3523	611		0.902
EHM035370	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Cellulosilyticaceae	g__	s__	2.3.0	98.41	1.29	3692553	0.34	92433	137		0.888
EHM035371	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Hydrogenoanaerobacterium	s__	2.3.0	97.9	0.02	3176333	0.52	57875	93		0.873
EHM035372	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	99.05	0.14	2053265	0.47	21179	132		0.898
EHM035373	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.85	0	2116517	0.37	126365	43		0.864
EHM035374	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__P3	g__	s__	2.3.0	98.64	0.23	2572350	0.38	224251	21		0.921
EHM035375	EHA02327	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAIPUE01	s__	2.3.0	70.91	0.02	1370603	0.39	3794	399		0.91
EHM035376	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Phocea	s__	2.3.0	89.43	0.46	2516692	0.43	4998	589		0.827
EHM035377	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	50.48	5.61	2497830	0.49	2338	1060		0.923
EHM035378	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	90.13	0.1	4012765	0.43	88790	67		0.91
EHM035379	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__	s__	2.3.0	83.42	2.14	2484364	0.45	10321	329		0.876
EHM035380	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__	2.3.0	53.12	3.72	1189020	0.4	3085	412		0.944
EHM035381	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__	g__	s__	2.3.0	98.19	0.61	3320647	0.37	47706	154		0.868
EHM035382	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RUG14305	s__	2.3.0	55.47	8.95	2948889	0.39	2301	1236		0.894
EHM035383	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__	2.3.0	98.08	0.41	2686831	0.54	26644	152		0.865
EHM035384	EHA02327	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__JAGAJR01	s__	2.3.0	88.28	1.79	1251652	0.35	8629	184		0.92
EHM035385	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__SZUA-378	s__	2.3.0	97.14	0.67	4339035	0.44	41165	166		0.875
EHM035386	EHA02327	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	99.97	0.01	3668331	0.52	74442	127		0.895
EHM035387	EHA02327	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__	2.3.0	81.65	1.52	1858542	0.43	6250	369		0.907
EHM035388	EHA02327	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__	g__	s__	2.3.0	78.91	0.33	2799424	0.52	3710	840		0.864
EHM035669	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	2.3.0	51.17	0.02	944400	0.49	2612	364		0.925
EHM035670	EHA02406	p__Bacillota_B	c__Dehalobacteriia	d__Bacteria	o__UBA4068	f__UBA5755	g__Avidehalobacter	s__	2.3.0	81.87	1.15	1129309	0.57	3836	326		0.904
EHM035671	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__	2.3.0	97.06	0.87	3499593	0.44	246462	31		0.892
EHM035672	EHA02406	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	96.16	0.52	2364068	0.59	30380	125		0.878
EHM035673	EHA02406	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	51.76	5.16	1916104	0.5	2792	695		0.873
EHM035674	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__	2.3.0	85.17	2.47	2177712	0.48	4279	585		0.901
EHM035675	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__	2.3.0	68.38	0.32	2042759	0.42	36328	92		0.903
EHM035676	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA4292	s__	2.3.0	63.99	0.29	1932332	0.48	10662	213		0.889
EHM035677	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	2.3.0	96.99	2.29	2550192	0.56	25760	140		0.838
EHM035678	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__	s__	2.3.0	83.3	2.92	1821081	0.59	16106	138		0.891
EHM035679	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	100	0.92	3479397	0.42	159491	39		0.905
EHM035680	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__	2.3.0	63.59	6.96	2373644	0.58	5194	555		0.886
EHM035681	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-508	g__CAG-492	s__	2.3.0	53.53	7.05	1061280	0.28	2046	503		0.872
EHM035682	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG7193	s__	2.3.0	97.55	1.76	3890297	0.52	81628	73		0.865
EHM035683	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__	2.3.0	96.78	4.22	2553831	0.47	27779	140		0.915
EHM035684	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	76.57	2.85	2242299	0.41	8705	324		0.914
EHM035685	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__RUG762	s__	2.3.0	70.67	0.56	1993055	0.42	5100	472		0.848
EHM035686	EHA02406	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__	2.3.0	99.72	2.27	4669082	0.52	34172	217		0.861
EHM035687	EHA02406	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	88.12	3.05	2940767	0.51	8523	461		0.9
EHM035688	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__	2.3.0	98.67	0.5	3518734	0.44	116707	59		0.89
EHM035689	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-465	g__CAG-465	s__	2.3.0	59.98	7.04	1139336	0.28	2293	483		0.872
EHM035690	EHA02412	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	2.3.0	62.96	3.07	1787326	0.59	4067	513		0.876
EHM035691	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	62.6	6.9	2856034	0.53	2722	1070		0.893
EHM035692	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	86.3	1.39	2762879	0.45	29446	138		0.91
EHM035693	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	82.18	0.37	3070333	0.53	38614	147		0.879
EHM035694	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	60.61	9.66	2176219	0.52	3778	625		0.882
EHM035695	EHA02412	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__	s__	2.3.0	53.14	8.11	2887450	0.45	5014	716		0.868
EHM035696	EHA02412	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__	2.3.0	61.28	1.62	1439436	0.55	2725	526		0.925
EHM035697	EHA02412	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	99.34	0.1	2942408	0.51	78104	59		0.908
EHM035698	EHA02412	p__Bacillota	c__Bacilli	d__Bacteria	o__RFN20	f__CAG-449	g__UBA3210	s__	2.3.0	95.6	1.45	1667594	0.44	31001	93		0.907
